ID,LostCustomer,regionPctCustomers,numOfTotalReturns,wksSinceLastPurch,basktPurchCount12Month,LastPurchaseAmount,AvgPurchaseAmount12,AvgPurchaseAmountTotal,intAdExposureCount12,intAdExposureCount36,intAdExposureCountAll,socialMediaAdCount12,socialMediaAdCount36,socialMediaAdCountAll,totalNumProdPurchased,custInitiatedContacts,avgDiscountValue12,customersales,wksSinceFirstPurch,customerGender,EstimatedIncome,regionMedHomeVal,birthDate,customerSubscrStat,techSupportEval,Review_Text,Title,customerAge,DemHomeOwner,AvgPurchasePerAd12
74013,0,35,0,20,5,100,100,100,10,16,15,4,4,5,1,0,,1108.94,44,M,54000,45370,,Gold,,,,,Unknown,10
176143,0,44,2,17,3,60,53.35,39.35,14,34,67,6,15,29,15,3,11,500.95,146,M,127000,70980,01JUL2006,Platinum,2,,,18,Unknown,3.8107142857
74030,0,30,1,17,5,100,100,100,10,15,14,4,6,5,1,1,20,1111.67,41,F,54000,61620,,Gold,5,,,,Unknown,10
15131,0,21,0,18,3,125,125,50.65,15,37,77,6,6,32,16,3,,1742.1,146,F,101000,51870,23OCT2001,Platinum,4,,,22,Unknown,8.3333333333
44871,0,52,2,18,3,75,50,33,14,31,37,6,13,13,5,2,10,492.23,77,F,148000,114660,,Platinum,5,,,,Unknown,3.5714285714
184765,0,32,1,15,3,100,75,75,15,30,40,5,10,13,4,2,12,701.94,76,M,70000,109980,,Platinum,5,,,,Unknown,5
44873,0,42,4,24,2,45,48,36.45,11,31,44,6,17,21,17,3,9.5,279.98,81,F,136000,114400,18APR1996,Platinum,2,,,28,Unknown,4.3636363636
15151,0,33,3,16,2,75,63.75,61,15,30,29,6,14,12,5,2,13.33,506.75,53,F,85000,67860,,Platinum,5,,,,Unknown,4.25
74158,0,0,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1124.3,41,F,54000,85540,23OCT2004,Gold,5,,,19,Unknown,10
176179,0,25,1,23,5,85,85,58.35,12,32,63,6,15,26,9,2,17,1076.56,129,F,89000,60840,17JUN1989,Platinum,3,,,35,Unknown,7.0833333333
15153,1,32,1,17,3,75,87.5,75,14,31,41,6,14,16,4,2,15,599.06,77,F,70000,64740,,Platinum,5,,,,Unknown,6.25
1864,0,35,1,18,1,50,49.15,49.3,24,40,52,11,18,20,7,1,13,290.42,56,F,104000,27430,02JUL1998,Platinum,3,,,26,HomeOwner,2.0479166667
74265,0,28,1,16,5,90,90,90,11,16,13,4,6,5,1,1,18,1086.59,40,F,59000,62530,11FEB1986,Gold,5,,,38,HomeOwner,8.1818181818
7451,1,33,4,17,2,110,111,74.1,15,35,76,6,16,31,17,3,21.25,817.7,128,U,71000,79040,20JAN2006,Platinum,3,,,18,Unknown,7.4
44917,0,47,2,19,3,75,37.5,50,13,26,23,6,12,10,3,2,7.5,496.42,51,M,102000,86970,28FEB1997,Gold,5,,,27,HomeOwner,2.8846153846
14033,0,20,1,5,5,500,500,236.9,29,47,67,6,15,21,8,2,100,8646.28,85,M,23000,78000,,Platinum,5,,,,Unknown,17.24137931
44927,0,60,2,20,3,75,71.65,53.15,13,33,51,6,15,20,8,2,15,540.7,89,M,97000,88530,22JAN1994,Platinum,3,,,30,HomeOwner,5.5115384615
176228,0,34,4,18,1,90,54.15,30.5,12,31,71,5,16,26,42,3,9.75,394.15,117,U,158000,81250,,Platinum,3,,,,HomeOwner,4.5125
44929,0,48,3,18,2,55,55,43.55,13,32,56,6,16,22,14,3,11,382.2,101,F,116000,91910,02NOV2000,Platinum,2,,,23,HomeOwner,4.2307692308
9330,0,25,0,26,10,80,0,52.25,11,11,59,4,4,21,11,2,,676.11,112,F,98000,94250,19MAR1989,Platinum,3,,,35,HomeOwner,0
44931,0,54,3,16,3,160,141.65,96.65,16,36,65,6,17,26,12,3,28.33,1755.66,112,M,55000,98020,19JUL2005,Platinum,4,,,19,HomeOwner,8.853125
184638,0,30,1,16,3,250,250,157.5,13,32,43,6,15,18,4,2,50,4249.19,80,F,35000,44460,28MAY2006,Platinum,5,,,18,Unknown,19.230769231
44947,0,40,1,18,3,125,100,90,13,34,40,6,16,16,5,2,20,1123.93,69,M,59000,118040,16JUN1994,Platinum,5,,,30,HomeOwner,7.6923076923
1865,0,21,3,15,1,25,34.4,33.85,23,38,50,11,18,19,13,2,7,230.47,56,F,145000,31200,10JUL1977,Platinum,1,,,47,Unknown,1.4956521739
44953,0,56,3,17,2,50,38.75,24.35,15,36,62,6,17,27,15,3,7.67,325.35,129,M,192000,130260,13NOV2003,Platinum,2,,,20,HomeOwner,2.5833333333
184679,0,30,2,17,3,250,187.5,187.5,8,23,21,4,11,9,2,2,37.5,1749.39,59,M,29000,240500,12OCT1996,Platinum,5,,,27,HomeOwner,23.4375
44968,0,61,1,18,3,125,85,61.65,13,24,22,6,12,11,3,2,9,950.34,64,F,84000,67730,,Platinum,5,,,,Unknown,6.5384615385
15175,0,25,1,23,3,100,105,86.9,13,34,61,6,16,23,8,2,20,825.41,105,F,61000,80730,24APR1997,Platinum,5,,,27,HomeOwner,8.0769230769
74496,0,38,0,16,5,80,80,80,13,18,15,4,4,5,1,0,,1078.95,40,M,66000,54080,14JUN1998,Gold,,,,26,HomeOwner,6.1538461538
524,0,24,4,12,2,100,129,87.05,29,51,111,11,22,40,30,3,23.25,1745.81,113,F,61000,222170,02AUG2003,Platinum,3,,,21,HomeOwner,4.4482758621
74531,0,40,0,20,5,125,125,125,8,14,12,3,3,4,1,0,,1755.58,44,M,43000,47970,08DEC1997,Gold,,,,26,HomeOwner,15.625
1053,0,29,2,15,2,90,83,70.7,27,48,89,11,21,32,14,2,14.5,578.45,98,F,74000,52650,25OCT1995,Platinum,3,,,28,HomeOwner,3.0740740741
44995,0,60,1,15,3,150,100,55.3,16,37,75,6,16,29,16,3,20,1123.33,153,F,93000,59800,,Platinum,4,,,,HomeOwner,6.25
26645,1,31,2,17,2,50,39,36.9,13,34,37,6,16,16,8,2,8,421.06,67,F,134000,88530,26OCT1992,Platinum,2,,,31,HomeOwner,3
45016,0,0,2,20,3,55,43.35,39.15,13,33,65,6,15,27,18,3,7.5,339.1,150,F,127000,112450,,Platinum,2,,,,HomeOwner,3.3346153846
69322,0,26,1,21,3,90,85,56.65,5,23,56,2,10,22,9,2,16,704.51,129,F,91000,133120,03MAY1999,Platinum,3,,,25,HomeOwner,17
15215,0,22,1,20,3,75,50,43.75,13,29,34,6,13,13,4,1,10,500.48,68,F,115000,96460,,Platinum,5,,,,Unknown,3.8461538462
184888,0,32,3,21,3,125,108.35,108.35,13,26,25,6,13,11,3,2,21.67,1117.18,53,M,50000,112450,07NOV1988,Platinum,5,,,35,HomeOwner,8.3346153846
45040,0,32,1,26,3,50,60,36.8,10,32,48,5,16,21,14,2,6,589.47,88,F,135000,72670,24NOV1999,Platinum,2,,,24,HomeOwner,6
15221,0,38,1,17,3,125,112.5,83.35,13,32,33,6,15,14,3,1,25,1121.13,63,M,64000,78130,,Platinum,5,,,,HomeOwner,8.6538461538
74724,0,39,1,21,5,75,75,75,8,15,13,3,6,5,1,1,15,778.44,45,M,70000,45500,30OCT1999,Gold,5,,,24,HomeOwner,9.375
68523,0,32,2,17,3,75,55,61.65,13,30,28,6,14,12,3,2,11,492.4,57,F,84000,84630,25OCT1991,Platinum,5,,,32,HomeOwner,4.2307692308
74748,0,38,3,18,2,60,85,71.45,13,32,31,6,16,14,7,2,15,586.2,60,F,74000,59280,05JUN2006,Platinum,3,,,18,Unknown,6.5384615385
45073,0,33,2,17,3,50,45,27.75,13,31,56,6,15,23,11,3,10.5,340.83,129,M,172000,268970,14FEB2007,Platinum,2,,,17,Unknown,3.4615384615
74772,0,15,1,16,5,75,75,75,11,16,13,4,6,5,1,1,15,783.45,40,M,70000,61620,21OCT1994,Gold,5,,,29,HomeOwner,6.8181818182
42444,0,24,4,18,1,30,31.1,27.4,13,35,59,6,17,23,27,3,5.5,213.07,92,M,174000,84240,17JUN2002,Platinum,1,,,22,HomeOwner,2.3923076923
74801,0,15,1,24,5,100,100,100,7,17,15,3,7,6,1,1,20,1123.78,48,F,54000,74750,14FEB1987,Gold,5,,,37,HomeOwner,14.285714286
1871,0,38,4,18,1,90,63.35,61.8,26,41,52,11,18,19,11,2,10.75,508.3,56,M,84000,79170,,Platinum,3,,,,Unknown,2.4365384615
45087,0,37,1,18,2,45,39,27.2,13,34,70,6,16,32,27,3,7,281.19,149,F,175000,109070,06APR2005,Platinum,2,,,19,HomeOwner,3
176449,0,35,3,21,2,50,32,22.75,12,32,81,5,15,32,31,3,6.67,317.01,148,F,203000,66560,17FEB2003,Platinum,2,,,21,Unknown,2.6666666667
74833,0,29,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1114.14,41,F,54000,57720,,Gold,5,,,,Unknown,10
176514,0,34,1,23,5,135,135,110,7,26,50,4,13,19,6,2,27,1749.57,99,F,49000,98410,,Platinum,4,,,,Unknown,19.285714286
45098,0,39,2,16,3,125,75,75,14,26,23,5,10,9,2,2,15,961.88,52,M,70000,152490,,Platinum,5,,,,Unknown,5.3571428571
110,0,30,3,4,3,25,113.35,59.15,17,34,55,8,17,20,23,2,22.67,823.58,115,F,88000,266370,,Gold,1,,,,HomeOwner,6.6676470588
74894,0,34,0,23,10,100,0,100,8,8,13,3,3,5,1,0,,668.19,47,M,54000,28470,07MAY2006,Gold,,,,18,Unknown,0
15282,0,24,0,16,5,100,100,58.35,11,26,29,5,5,12,3,2,,1113.36,69,F,89000,71760,,Platinum,5,,,,Unknown,9.0909090909
45120,0,24,1,22,3,200,162.5,116.65,13,28,36,6,13,14,3,2,40,1745.14,76,M,46000,215800,16DEC1996,Platinum,5,,,27,HomeOwner,12.5
176528,0,51,1,24,5,125,125,125,9,19,17,4,8,7,1,1,25,1737.33,48,F,43000,58500,,Gold,5,,,,HomeOwner,13.888888889
45140,0,49,1,20,3,125,112.5,65.7,15,36,75,6,16,32,14,3,25,1121.09,154,M,80000,96460,16JUL2005,Platinum,4,,,19,HomeOwner,7.5
1874,0,29,4,19,1,60,49.3,45.75,24,42,59,11,20,24,13,3,8.5,282.06,65,M,111000,122590,,Platinum,2,,,,Unknown,2.0541666667
15293,0,14,1,15,2,175,115,96.65,13,35,38,6,17,17,6,2,17,1119.27,64,F,55000,87750,,Platinum,5,,,,Unknown,8.8461538462
9386,0,33,0,19,5,100,100,66.65,29,48,86,6,6,27,9,2,,1114.06,145,F,79000,55900,,Platinum,3,,,,HomeOwner,3.4482758621
74974,0,41,0,20,5,75,75,75,8,15,12,3,3,5,1,0,,782.25,44,F,70000,55510,18MAR1955,Gold,,,,69,Unknown,9.375
15299,0,26,1,16,3,125,125,88,12,29,54,5,13,21,5,2,25,1740.96,112,F,60000,99190,16APR1996,Platinum,4,,,28,HomeOwner,10.416666667
75008,0,35,1,15,5,50,15,31.65,11,14,14,4,6,5,3,1,3,336.11,41,M,153000,49660,,Gold,3,,,,Unknown,1.3636363636
68540,0,33,0,15,5,75,75,75,7,9,9,2,2,3,1,0,,777.38,39,M,70000,556400,10DEC1999,Member,,,,24,HomeOwner,10.714285714
45162,0,31,1,25,3,50,56.65,100.85,10,31,70,5,15,29,12,3,10,387.7,124,F,53000,139490,31JAN2006,Platinum,2,,,18,HomeOwner,5.665
42987,0,53,1,26,3,75,66.65,57.5,11,32,69,5,16,29,20,3,10,540.19,136,M,90000,107770,25JAN2007,Platinum,3,,,17,Unknown,6.0590909091
45171,0,38,1,18,3,110,105,62.2,13,34,73,6,16,31,9,2,20,1120.12,152,M,84000,285480,22JUN1994,Platinum,3,,,30,Unknown,8.0769230769
9398,0,23,0,18,10,75,0,95,29,29,91,6,6,27,9,2,,495.16,149,F,56000,61880,,Platinum,3,,,,Unknown,0
75107,0,45,1,17,5,100,100,100,11,16,14,5,7,6,1,1,20,1121.24,41,F,54000,101140,25MAY2000,Gold,5,,,24,HomeOwner,9.0909090909
45195,0,46,6,18,1,50,50,48.7,14,33,64,6,17,26,19,3,10,391.11,114,M,105000,278590,22NOV2006,Platinum,2,,,17,Unknown,3.5714285714
75137,0,31,1,21,5,75,75,75,8,15,13,3,6,5,1,1,15,788.45,45,M,70000,58110,10MAY1955,Gold,5,,,69,Unknown,9.375
69326,0,25,2,16,3,60,55,47.5,14,22,19,6,10,8,4,2,11,483.41,45,F,107000,98930,01MAR1998,Gold,3,,,26,HomeOwner,3.9285714286
45196,0,48,2,17,2,75,71.25,47.5,15,36,68,6,17,29,14,3,15,496.36,129,M,107000,247260,25MAY2003,Platinum,3,,,21,Unknown,4.75
45213,0,38,1,15,3,80,68.35,68.35,12,25,24,5,11,11,3,1,10,647.52,53,F,77000,83070,05MAY1997,Platinum,5,,,27,Unknown,5.6958333333
75176,0,32,0,19,5,125,125,125,11,17,17,4,4,5,1,0,,1746.51,43,M,43000,150280,,Gold,,,,,Unknown,11.363636364
1877,0,28,2,6,3,60,58.35,59.1,25,43,83,10,19,31,11,3,12.5,487.44,101,F,88000,75920,07JUN2001,Platinum,2,,,23,Unknown,2.334
75243,0,38,1,23,5,75,75,75,9,19,18,3,7,6,1,1,15,789.58,47,F,70000,73060,17NOV1967,Gold,5,,,56,HomeOwner,8.3333333333
15347,0,59,1,15,3,125,100,100,12,19,17,5,8,7,2,1,15,1116.22,45,F,54000,239980,18APR2002,Gold,5,,,22,Unknown,8.3333333333
45221,0,45,1,24,5,75,75,75.45,11,31,82,6,15,32,22,3,15,776.63,151,F,70000,292500,10FEB2006,Platinum,3,,,18,Unknown,6.8181818182
176621,0,35,1,17,3,60,61.65,45.85,13,34,83,6,17,35,29,3,12,494.4,150,M,111000,57330,14MAR2006,Platinum,2,,,18,Unknown,4.7423076923
45236,0,0,1,16,3,105,98.35,65.4,12,30,55,6,16,23,12,2,21,965.09,103,U,80000,95160,16MAR2007,Platinum,3,,,17,Unknown,8.1958333333
15362,0,30,2,15,3,75,61.65,52.5,10,27,29,5,12,12,4,2,11,502.42,64,F,98000,190060,28JUN2004,Platinum,5,,,20,HomeOwner,6.165
75314,0,20,1,17,5,115,115,115,11,16,14,5,7,6,1,1,23,1122.39,41,F,47000,162630,30APR1992,Gold,5,,,32,HomeOwner,10.454545455
685,0,0,2,6,1,75,97.6,67.3,27,47,100,10,21,37,23,2,20.5,585.58,92,F,78000,114790,,Platinum,3,,,,Unknown,3.6148148148
45244,0,43,1,26,3,150,137.5,75.55,11,31,64,5,16,27,9,2,25,1755.5,123,M,70000,190320,25NOV2004,Platinum,4,,,19,Unknown,12.5
15366,0,16,1,18,3,125,125,100,13,35,54,6,17,21,5,2,25,1747.8,89,M,54000,158730,12JAN1997,Platinum,5,,,27,HomeOwner,9.6153846154
45246,0,48,3,17,2,50,27.5,23,13,30,66,6,15,29,15,3,6,311.37,149,F,201000,140140,25JAN2005,Platinum,2,,,19,Unknown,2.1153846154
69315,0,30,1,18,3,50,45,27.5,12,31,77,5,13,30,20,3,8,352.88,154,M,173000,153140,18JAN1993,Platinum,2,,,31,Unknown,3.75
45255,0,66,2,16,3,50,66.65,50.7,15,35,80,6,16,33,22,3,15,550.94,154,M,101000,74100,23JAN2004,Platinum,2,,,20,HomeOwner,4.4433333333
45270,1,44,1,24,3,85,85,67.5,11,31,40,6,15,18,4,2,17,656.64,75,F,78000,94640,24FEB2005,Platinum,5,,,19,Unknown,7.7272727273
75456,0,35,0,16,5,125,125,125,12,17,14,5,5,6,1,0,,1745.53,40,M,43000,34580,27NOV2002,Gold,,,,21,Unknown,10.416666667
1880,0,37,2,7,2,30,46,36.5,22,41,62,9,18,23,10,2,7,282.35,76,M,136000,202410,30JUN1996,Platinum,2,,,28,Unknown,2.0909090909
15384,1,31,1,18,3,75,50,50,10,23,21,4,9,8,2,1,5,490.33,53,F,102000,58760,10MAY1999,Platinum,5,,,25,HomeOwner,5
45277,0,45,2,18,2,60,48,35.7,15,37,65,6,17,24,21,3,8,322.06,100,F,138000,83590,01MAR2004,Platinum,2,,,20,Unknown,3.2
75469,0,33,1,23,5,125,125,125,10,17,15,4,7,6,1,1,25,1741.95,47,M,43000,30420,13MAY2004,Gold,5,,,20,HomeOwner,12.5
176716,0,47,2,15,1,75,75,63.85,13,34,51,6,17,20,13,2,15,585.82,80,F,82000,85800,22JUN1998,Platinum,3,,,26,Unknown,5.7692307692
45281,0,45,2,17,3,100,80,52.85,15,34,50,6,15,18,7,2,16,708.29,105,F,97000,83590,05NOV2000,Platinum,5,,,23,Unknown,5.3333333333
15385,0,34,2,18,3,100,83.35,83.35,13,31,28,6,14,12,3,2,15,697.78,56,M,64000,91780,01NOV1995,Platinum,5,,,28,HomeOwner,6.4115384615
45302,0,39,1,21,3,75,61.65,61.65,11,26,27,5,12,10,3,1,15,502.24,56,F,84000,111410,09FEB2004,Platinum,5,,,20,HomeOwner,5.6045454545
9433,0,18,0,26,10,90,0,53.45,27,27,91,5,5,27,16,3,,668.14,137,F,96000,107120,22APR2000,Platinum,3,,,24,HomeOwner,0
75630,0,40,0,15,3,130,100,71,13,30,33,6,6,13,5,1,,1125.52,69,F,74000,63830,22OCT1999,Platinum,5,,,24,Unknown,7.6923076923
45310,0,34,2,22,2,50,118.75,157.15,13,35,57,6,17,22,7,2,10,839.45,93,F,35000,86970,05JUL2004,Platinum,2,,,20,Unknown,9.1346153846
75647,0,30,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1115.09,41,F,54000,80080,,Gold,5,,,,Unknown,10
68584,0,42,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1113.57,41,M,54000,216060,20JUN1999,Gold,5,,,25,HomeOwner,10
45382,0,47,1,18,3,105,90,90,11,26,24,5,11,10,2,1,15,968.42,56,M,59000,93860,07FEB1984,Platinum,5,,,40,HomeOwner,8.1818181818
15387,0,31,1,24,3,75,50,41.25,10,29,32,5,13,13,4,2,5,495.58,66,F,122000,69420,23MAY1993,Platinum,5,,,31,HomeOwner,5
75686,0,0,1,20,5,115,115,115,10,17,15,4,7,6,1,1,23,1118.09,44,M,47000,33800,14JUN1993,Gold,5,,,31,Unknown,11.5
9436,0,46,0,18,3,50,50,39.25,12,32,85,6,6,34,30,3,,398.82,149,U,127000,90480,03MAR2002,Platinum,2,,,22,HomeOwner,4.1666666667
45399,0,47,4,20,2,100,81.25,57.85,13,34,59,6,16,24,14,3,16.25,578.9,116,F,89000,111020,25OCT1994,Platinum,3,,,29,Unknown,6.25
45422,0,49,3,20,3,175,125,125,13,27,26,6,13,11,3,2,25,1749.56,53,F,43000,63960,15JUL1989,Platinum,5,,,35,HomeOwner,9.6153846154
75827,0,48,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1121.7,41,F,54000,136110,,Gold,5,,,,HomeOwner,10
176822,0,0,2,18,2,50,27,26.9,10,30,56,5,15,21,16,3,7,317.15,101,M,176000,107900,,Platinum,2,,,,Unknown,2.7
15394,0,41,1,26,2,140,128,86.2,11,33,61,5,16,24,21,3,25,1746.71,115,F,62000,73060,27FEB2003,Platinum,4,,,21,HomeOwner,11.636363636
45432,0,49,2,25,3,300,275,146,11,33,43,6,17,18,5,2,55,13995.33,77,M,37000,71500,04JUL1983,Platinum,4,,,41,HomeOwner,25
75898,0,26,0,20,5,100,100,100,10,16,15,4,4,5,1,0,,1110.37,44,F,54000,47060,28JUN2000,Gold,,,,24,Unknown,10
15408,0,28,2,16,3,125,187.5,111.1,12,23,59,5,13,28,9,3,37.5,1736.41,151,M,48000,86710,17MAY2002,Platinum,4,,,22,HomeOwner,15.625
75928,0,40,1,21,5,75,75,75,8,14,12,3,6,5,1,1,15,784.32,45,U,70000,105040,,Gold,5,,,,Unknown,9.375
45438,0,44,4,18,1,75,62.5,51.35,14,34,52,6,17,21,15,3,13.25,506,87,F,100000,60840,17JUL2005,Platinum,3,,,19,HomeOwner,4.4642857143
75944,0,34,1,21,5,100,100,100,10,17,15,4,7,6,1,1,20,1120.88,45,F,54000,33410,30DEC2004,Gold,5,,,19,Unknown,10
611,0,32,1,11,2,1000,393.75,259.4,30,46,61,11,19,23,8,2,200,8634.49,100,M,21000,43680,07DEC2004,Platinum,5,,,19,HomeOwner,13.125
45440,0,49,2,17,3,75,70,61.65,13,30,49,6,15,20,9,3,14,551.24,93,F,84000,63960,21JAN1955,Platinum,3,,,69,HomeOwner,5.3846153846
45448,0,32,3,21,2,50,70,67.9,13,34,77,6,17,30,24,3,13.33,421.79,129,F,77000,114660,08DEC2006,Platinum,2,,,17,Unknown,5.3846153846
75984,0,34,1,16,5,75,75,75,11,16,13,4,6,5,1,1,15,774.37,40,F,70000,44200,28JAN1986,Gold,5,,,38,HomeOwner,6.8181818182
39913,0,50,5,17,1,50,40.7,37.2,16,35,39,6,15,14,9,2,8.4,281.94,65,M,133000,180180,,Platinum,2,,,,HomeOwner,2.54375
76030,1,34,6,20,1,50,36.65,33.65,13,34,38,6,16,15,11,3,6.67,351.56,65,M,146000,71630,01JUN1990,Platinum,2,,,34,Unknown,2.8192307692
1105,0,0,4,5,2,150,125,126.35,31,52,81,11,21,28,11,3,25,1753.4,83,F,43000,192270,,Platinum,4,,,,HomeOwner,4.0322580645
15432,0,30,2,17,3,150,110,82.5,13,29,39,6,13,15,4,2,22,1114.92,79,F,64000,110890,09APR2001,Platinum,5,,,23,HomeOwner,8.4615384615
176867,0,38,1,18,3,75,100,58.5,13,35,62,6,17,25,10,2,20,827.37,128,M,89000,65390,,Platinum,3,,,,Unknown,7.6923076923
45459,0,42,1,23,3,50,50,32.5,12,30,68,6,14,28,12,2,10,397.71,146,F,150000,53170,22APR2007,Platinum,2,,,17,HomeOwner,4.1666666667
69374,0,43,1,18,3,50,50,50,12,23,22,6,11,9,3,1,10,393.06,47,M,102000,193830,,Gold,3,,,,Unknown,4.1666666667
76090,0,33,1,21,5,75,75,75,8,15,13,3,6,5,1,1,15,788.84,45,M,70000,53040,22JUL1970,Gold,5,,,54,HomeOwner,9.375
185105,0,37,1,4,3,500,275,376.9,29,50,109,6,17,24,13,2,60,8632.53,99,M,15000,468520,,Platinum,4,,,,HomeOwner,9.4827586207
76165,1,38,4,22,1,50,57.85,53,12,33,36,6,16,15,10,2,12.25,293.67,64,F,97000,51090,23NOV2004,Platinum,2,,,19,HomeOwner,4.8208333333
15499,0,36,0,18,3,125,187.5,141.65,13,35,36,6,6,16,3,1,,1743.58,64,F,38000,118040,,Platinum,5,,,,Unknown,14.423076923
76220,0,28,1,16,5,175,175,175,11,16,14,4,6,6,1,1,35,1753.11,40,M,31000,42770,30JUN2000,Gold,5,,,24,HomeOwner,15.909090909
176893,0,41,5,23,1,95,79.15,61.65,12,32,43,6,17,19,12,3,16,582.48,76,U,84000,61880,,Platinum,3,,,,Unknown,6.5958333333
76242,0,27,1,20,5,100,100,100,10,16,14,4,7,6,1,1,20,1116.59,44,F,54000,45110,,Gold,5,,,,Unknown,10
15506,0,29,1,19,3,125,87.5,87.5,13,29,26,6,13,11,2,1,10,949.11,57,M,61000,90220,16JAN2003,Platinum,5,,,21,HomeOwner,6.7307692308
76277,0,28,0,18,3,150,137.5,117.85,13,35,60,6,6,25,7,2,,1737.62,112,F,46000,38480,,Platinum,5,,,,Unknown,10.576923077
9462,0,33,0,5,10,125,0,93.5,38,38,102,6,6,27,20,3,,666.77,129,F,57000,67600,,Platinum,4,,,,HomeOwner,0
76315,0,37,1,16,5,75,75,75,11,16,13,4,6,5,1,1,15,781.1,40,F,70000,47450,24JUL1981,Gold,5,,,43,HomeOwner,6.8181818182
15515,0,20,2,24,3,75,75,51.65,12,34,49,6,17,21,6,2,15,707.08,100,F,99000,79430,16JAN1999,Platinum,5,,,25,HomeOwner,6.25
45492,0,42,2,21,3,60,50,45,12,34,43,6,17,19,10,2,10,493.94,78,F,113000,80080,16MAR1993,Platinum,2,,,31,HomeOwner,4.1666666667
951,0,28,6,12,1,45,48.15,38.4,28,49,98,11,21,37,34,3,9.5,239.5,92,F,130000,240370,11APR2005,Platinum,2,,,19,HomeOwner,1.7196428571
76416,0,28,1,16,5,115,115,115,13,18,15,5,7,6,1,1,23,1125.51,40,U,47000,41860,,Gold,5,,,,Unknown,8.8461538462
177168,0,40,1,24,5,100,100,61.35,11,31,76,6,15,31,15,3,20,1123.38,149,F,85000,74490,,Platinum,3,,,,HomeOwner,9.0909090909
45519,0,45,3,16,1,35,30,30,12,28,29,6,13,11,6,2,5.67,203.52,56,M,161000,114660,13MAY2001,Platinum,2,,,23,HomeOwner,2.5
11919,0,14,0,12,5,100,100,89.15,25,40,71,5,5,19,6,2,,1108.77,107,M,60000,227240,11NOV2004,Platinum,5,,,19,HomeOwner,4
45530,0,35,1,19,3,80,75,44,15,34,65,6,14,27,10,2,14,716.21,145,F,115000,92170,24NOV2005,Platinum,3,,,18,HomeOwner,5
9466,0,32,0,4,10,0,0,68.35,31,31,73,4,4,15,6,2,,502.91,92,M,77000,115700,18FEB2001,Platinum,5,,,23,HomeOwner,0
15544,0,23,0,27,5,75,75,45,9,28,29,4,4,12,2,1,,775.02,63,F,113000,66430,14MAR2002,Platinum,5,,,22,Unknown,8.3333333333
184813,0,34,1,18,5,125,500,212.5,13,35,38,6,17,16,4,2,100,4259.72,65,M,26000,118950,30MAR1995,Platinum,5,,,29,Unknown,38.461538462
76599,0,26,0,18,10,150,0,104,13,13,57,6,6,23,10,2,,669.78,89,F,52000,72930,21MAY1987,Platinum,5,,,37,HomeOwner,0
1116,0,42,4,20,1,35,35,32.5,14,33,45,6,16,17,10,2,7,233.25,83,F,150000,96200,04MAY1999,Platinum,1,,,25,HomeOwner,2.5
15552,0,33,2,19,3,125,91.65,62.5,13,35,47,6,17,21,8,2,15,952.67,81,F,83000,67860,13FEB1987,Platinum,4,,,37,HomeOwner,7.05
738,0,49,2,5,3,75,71.65,58.75,24,44,97,11,20,36,16,3,15.5,536.86,112,F,88000,371020,09DEC2005,Platinum,3,,,18,HomeOwner,2.9854166667
76766,0,35,0,15,3,85,67.5,55,9,22,29,3,3,9,3,1,,644.03,69,M,94000,30550,19NOV2003,Member,5,,,20,HomeOwner,7.5
9481,0,34,0,11,10,25,0,70,32,32,76,5,5,18,9,2,,489.34,86,F,75000,63960,,Platinum,2,,,,Unknown,0
45543,0,55,2,16,3,25,43.35,37,13,29,33,6,12,12,5,2,10.5,309.06,69,F,134000,111800,21JUN2004,Platinum,2,,,20,HomeOwner,3.3346153846
14449,0,20,1,8,5,0,105,78.1,13,32,72,6,15,25,13,3,21,1109.01,120,F,68000,151710,23MAR1990,Platinum,4,,,34,HomeOwner,8.0769230769
45553,0,44,2,18,3,100,83.35,64.3,13,30,52,6,14,21,7,2,15,706.43,106,M,81000,98150,19APR1996,Platinum,3,,,28,Unknown,6.4115384615
185142,0,17,2,13,3,2500,2000,1714.3,35,56,102,6,16,21,7,2,400,82991.71,77,F,3000,96980,19MAR1989,Platinum,5,,,35,HomeOwner,57.142857143
15570,0,36,0,16,3,100,95,56.25,15,32,63,5,5,25,8,2,,703.2,129,F,92000,85280,03JUN2003,Platinum,5,,,21,Unknown,6.3333333333
177222,0,34,2,18,2,100,105,87.5,13,35,45,6,17,19,8,2,22.5,824.37,78,F,61000,95420,12FEB1999,Platinum,3,,,25,HomeOwner,8.0769230769
45557,0,40,2,22,3,100,100,100,12,31,29,6,15,13,3,2,20,839.46,57,M,54000,81640,03MAY1992,Platinum,5,,,32,Unknown,8.3333333333
14044,0,0,1,5,5,1250,500,418.5,31,50,81,6,15,26,10,2,100,83007.36,147,M,13000,236600,22MAY1990,Platinum,4,,,34,Unknown,16.129032258
45563,0,26,1,20,3,90,78.35,74.15,13,34,46,6,16,19,6,2,12,701.13,80,F,71000,77610,18NOV1994,Platinum,5,,,29,Unknown,6.0269230769
